Train: 	Epoch    0	Batch   0	Step      1	Loss 1.609511	UAR 0.218182	lr 0.000001
Train: 	Epoch   27	Batch   1	Step    272	Loss 1.608165	UAR 0.240000	lr 0.000272
Train: 	Epoch   27	Batch   2	Step    273	Loss 1.608167	UAR 0.200000	lr 0.000273
Train: 	Epoch   27	Batch   3	Step    274	Loss 1.608155	UAR 0.250000	lr 0.000274
Train: 	Epoch   27	Batch   4	Step    275	Loss 1.608161	UAR 0.200000	lr 0.000275
Train: 	Epoch   27	Batch   5	Step    276	Loss 1.608166	UAR 0.225000	lr 0.000276
Train: 	Epoch   27	Batch   6	Step    277	Loss 1.608167	UAR 0.225000	lr 0.000277
Train: 	Epoch   27	Batch   7	Step    278	Loss 1.608163	UAR 0.228571	lr 0.000278
Train: 	Epoch   27	Batch   8	Step    279	Loss 1.608161	UAR 0.260000	lr 0.000279
Train: 	Epoch   27	Batch   9	Step    280	Loss 1.608164	UAR 0.200000	lr 0.000280
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   28	Batch   0	Step    281	Loss 1.608172	UAR 0.200000	lr 0.000281
Train: 	Epoch   28	Batch   1	Step    282	Loss 1.608176	UAR 0.233333	lr 0.000282
Train: 	Epoch   28	Batch   2	Step    283	Loss 1.608177	UAR 0.228571	lr 0.000283
Train: 	Epoch   28	Batch   3	Step    284	Loss 1.608179	UAR 0.228571	lr 0.000284
Train: 	Epoch   28	Batch   4	Step    285	Loss 1.608174	UAR 0.240000	lr 0.000285
Train: 	Epoch   28	Batch   5	Step    286	Loss 1.608172	UAR 0.250000	lr 0.000286
Train: 	Epoch   28	Batch   6	Step    287	Loss 1.608169	UAR 0.233333	lr 0.000287
Train: 	Epoch   28	Batch   7	Step    288	Loss 1.608166	UAR 0.228571	lr 0.000288
Train: 	Epoch   28	Batch   8	Step    289	Loss 1.608167	UAR 0.200000	lr 0.000289
Train: 	Epoch   28	Batch   9	Step    290	Loss 1.608164	UAR 0.375000	lr 0.000290
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   29	Batch   0	Step    291	Loss 1.608156	UAR 0.266667	lr 0.000291
Train: 	Epoch   29	Batch   1	Step    292	Loss 1.608160	UAR 0.200000	lr 0.000292
Train: 	Epoch   29	Batch   2	Step    293	Loss 1.608165	UAR 0.240000	lr 0.000293
Train: 	Epoch   29	Batch   3	Step    294	Loss 1.608165	UAR 0.236364	lr 0.000294
Train: 	Epoch   29	Batch   4	Step    295	Loss 1.608162	UAR 0.200000	lr 0.000295
Train: 	Epoch   29	Batch   5	Step    296	Loss 1.608176	UAR 0.200000	lr 0.000296
Train: 	Epoch   29	Batch   6	Step    297	Loss 1.608175	UAR 0.200000	lr 0.000297
Train: 	Epoch   29	Batch   7	Step    298	Loss 1.608166	UAR 0.250000	lr 0.000298
Train: 	Epoch   29	Batch   8	Step    299	Loss 1.608166	UAR 0.200000	lr 0.000299
Train: 	Epoch   29	Batch   9	Step    300	Loss 1.608163	UAR 0.375000	lr 0.000300
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch   30	Batch   0	Step    301	Loss 1.608164	UAR 0.225000	lr 0.000301
Train: 	Epoch   30	Batch   1	Step    302	Loss 1.608150	UAR 0.300000	lr 0.000302
Train: 	Epoch   30	Batch   2	Step    303	Loss 1.608159	UAR 0.200000	lr 0.000303
Train: 	Epoch   30	Batch   3	Step    304	Loss 1.608153	UAR 0.250000	lr 0.000304
Train: 	Epoch   30	Batch   4	Step    305	Loss 1.608150	UAR 0.200000	lr 0.000305
Train: 	Epoch   30	Batch   5	Step    306	Loss 1.608155	UAR 0.200000	lr 0.000306
Train: 	Epoch   30	Batch   6	Step    307	Loss 1.608156	UAR 0.233333	lr 0.000307
Train: 	Epoch   30	Batch   7	Step    308	Loss 1.608161	UAR 0.200000	lr 0.000308
Train: 	Epoch   30	Batch   8	Step    309	Loss 1.608162	UAR 0.220000	lr 0.000309
Train: 	Epoch   30	Batch   9	Step    310	Loss 1.608163	UAR 0.375000	lr 0.000310
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch   31	Batch   0	Step    311	Loss 1.608168	UAR 0.200000	lr 0.000311
Train: 	Epoch   31	Batch   1	Step    312	Loss 1.608173	UAR 0.220000	lr 0.000312
Train: 	Epoch   31	Batch   2	Step    313	Loss 1.608166	UAR 0.240000	lr 0.000313
Train: 	Epoch   31	Batch   3	Step    314	Loss 1.608164	UAR 0.240000	lr 0.000314
Train: 	Epoch   31	Batch   4	Step    315	Loss 1.608160	UAR 0.240000	lr 0.000315
Train: 	Epoch   31	Batch   5	Step    316	Loss 1.608164	UAR 0.200000	lr 0.000316
Train: 	Epoch   31	Batch   6	Step    317	Loss 1.608163	UAR 0.228571	lr 0.000317
Train: 	Epoch   31	Batch   7	Step    318	Loss 1.608167	UAR 0.233333	lr 0.000318
Train: 	Epoch   31	Batch   8	Step    319	Loss 1.608161	UAR 0.266667	lr 0.000319
Train: 	Epoch   31	Batch   9	Step    320	Loss 1.608162	UAR 0.200000	lr 0.000320
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   32	Batch   0	Step    321	Loss 1.608158	UAR 0.257143	lr 0.000321
Train: 	Epoch   32	Batch   1	Step    322	Loss 1.608164	UAR 0.200000	lr 0.000322
Train: 	Epoch   32	Batch   2	Step    323	Loss 1.608165	UAR 0.200000	lr 0.000323
Train: 	Epoch   32	Batch   3	Step    324	Loss 1.608160	UAR 0.257143	lr 0.000324
Train: 	Epoch   32	Batch   4	Step    325	Loss 1.608164	UAR 0.200000	lr 0.000325
Train: 	Epoch   32	Batch   5	Step    326	Loss 1.608163	UAR 0.240000	lr 0.000326
Train: 	Epoch   32	Batch   6	Step    327	Loss 1.608161	UAR 0.266667	lr 0.000327
Train: 	Epoch   32	Batch   7	Step    328	Loss 1.608164	UAR 0.225000	lr 0.000328
Train: 	Epoch   32	Batch   8	Step    329	Loss 1.608161	UAR 0.257143	lr 0.000329
Train: 	Epoch   32	Batch   9	Step    330	Loss 1.608162	UAR 0.250000	lr 0.000330
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   33	Batch   0	Step    331	Loss 1.608166	UAR 0.250000	lr 0.000331
Train: 	Epoch   33	Batch   1	Step    332	Loss 1.608161	UAR 0.228571	lr 0.000332
Train: 	Epoch   33	Batch   2	Step    333	Loss 1.608159	UAR 0.250000	lr 0.000333
Train: 	Epoch   33	Batch   3	Step    334	Loss 1.608152	UAR 0.233333	lr 0.000334
Train: 	Epoch   33	Batch   4	Step    335	Loss 1.608161	UAR 0.200000	lr 0.000335
Train: 	Epoch   33	Batch   5	Step    336	Loss 1.608165	UAR 0.200000	lr 0.000336
Train: 	Epoch   33	Batch   6	Step    337	Loss 1.608167	UAR 0.225000	lr 0.000337
Train: 	Epoch   33	Batch   7	Step    338	Loss 1.608170	UAR 0.200000	lr 0.000338
Train: 	Epoch   33	Batch   8	Step    339	Loss 1.608163	UAR 0.300000	lr 0.000339
Train: 	Epoch   33	Batch   9	Step    340	Loss 1.608162	UAR 0.066667	lr 0.000340
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   34	Batch   0	Step    341	Loss 1.608166	UAR 0.225000	lr 0.000341
Train: 	Epoch   34	Batch   1	Step    342	Loss 1.608171	UAR 0.233333	lr 0.000342
Train: 	Epoch   34	Batch   2	Step    343	Loss 1.608168	UAR 0.200000	lr 0.000343
Train: 	Epoch   34	Batch   3	Step    344	Loss 1.608159	UAR 0.285714	lr 0.000344
Train: 	Epoch   34	Batch   4	Step    345	Loss 1.608160	UAR 0.200000	lr 0.000345
Train: 	Epoch   34	Batch   5	Step    346	Loss 1.608167	UAR 0.220000	lr 0.000346
Train: 	Epoch   34	Batch   6	Step    347	Loss 1.608159	UAR 0.266667	lr 0.000347
Train: 	Epoch   34	Batch   7	Step    348	Loss 1.608161	UAR 0.200000	lr 0.000348
Train: 	Epoch   34	Batch   8	Step    349	Loss 1.608161	UAR 0.233333	lr 0.000349
Train: 	Epoch   34	Batch   9	Step    350	Loss 1.608161	UAR 0.200000	lr 0.000350
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch   35	Batch   0	Step    351	Loss 1.608157	UAR 0.257143	lr 0.000351
Train: 	Epoch   35	Batch   1	Step    352	Loss 1.608155	UAR 0.250000	lr 0.000352
Train: 	Epoch   35	Batch   2	Step    353	Loss 1.608160	UAR 0.222222	lr 0.000353
Train: 	Epoch   35	Batch   3	Step    354	Loss 1.608161	UAR 0.228571	lr 0.000354
Train: 	Epoch   35	Batch   4	Step    355	Loss 1.608159	UAR 0.257143	lr 0.000355
Train: 	Epoch   35	Batch   5	Step    356	Loss 1.608163	UAR 0.200000	lr 0.000356
Train: 	Epoch   35	Batch   6	Step    357	Loss 1.608166	UAR 0.200000	lr 0.000357
Train: 	Epoch   35	Batch   7	Step    358	Loss 1.608167	UAR 0.200000	lr 0.000358
Train: 	Epoch   35	Batch   8	Step    359	Loss 1.608158	UAR 0.333333	lr 0.000359
Train: 	Epoch   35	Batch   9	Step    360	Loss 1.608161	UAR 0.000000	lr 0.000360
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   36	Batch   0	Step    361	Loss 1.608155	UAR 0.300000	lr 0.000361
Train: 	Epoch   36	Batch   1	Step    362	Loss 1.608147	UAR 0.228571	lr 0.000362
Train: 	Epoch   36	Batch   2	Step    363	Loss 1.608140	UAR 0.260000	lr 0.000363
Train: 	Epoch   36	Batch   3	Step    364	Loss 1.608138	UAR 0.233333	lr 0.000364
Train: 	Epoch   36	Batch   4	Step    365	Loss 1.608145	UAR 0.200000	lr 0.000365
Train: 	Epoch   36	Batch   5	Step    366	Loss 1.608143	UAR 0.250000	lr 0.000366
Train: 	Epoch   36	Batch   6	Step    367	Loss 1.608146	UAR 0.200000	lr 0.000367
Train: 	Epoch   36	Batch   7	Step    368	Loss 1.608149	UAR 0.200000	lr 0.000368
Train: 	Epoch   36	Batch   8	Step    369	Loss 1.608161	UAR 0.200000	lr 0.000369
Train: 	Epoch   36	Batch   9	Step    370	Loss 1.608161	UAR 0.266667	lr 0.000370
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch   37	Batch   0	Step    371	Loss 1.608158	UAR 0.233333	lr 0.000371
Train: 	Epoch   37	Batch   1	Step    372	Loss 1.608160	UAR 0.233333	lr 0.000372
Train: 	Epoch   37	Batch   2	Step    373	Loss 1.608158	UAR 0.222222	lr 0.000373
Train: 	Epoch   37	Batch   3	Step    374	Loss 1.608162	UAR 0.200000	lr 0.000374
Train: 	Epoch   37	Batch   4	Step    375	Loss 1.608168	UAR 0.200000	lr 0.000375
Train: 	Epoch   37	Batch   5	Step    376	Loss 1.608169	UAR 0.240000	lr 0.000376
Train: 	Epoch   37	Batch   6	Step    377	Loss 1.608169	UAR 0.233333	lr 0.000377
Train: 	Epoch   37	Batch   7	Step    378	Loss 1.608171	UAR 0.225000	lr 0.000378
Train: 	Epoch   37	Batch   8	Step    379	Loss 1.608160	UAR 0.285714	lr 0.000379
Train: 	Epoch   37	Batch   9	Step    380	Loss 1.608161	UAR 0.200000	lr 0.000380
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch   38	Batch   0	Step    381	Loss 1.608160	UAR 0.225000	lr 0.000381
Train: 	Epoch   38	Batch   1	Step    382	Loss 1.608160	UAR 0.200000	lr 0.000382
Train: 	Epoch   38	Batch   2	Step    383	Loss 1.608167	UAR 0.200000	lr 0.000383
Train: 	Epoch   38	Batch   3	Step    384	Loss 1.608163	UAR 0.266667	lr 0.000384
Train: 	Epoch   38	Batch   4	Step    385	Loss 1.608164	UAR 0.225000	lr 0.000385
Train: 	Epoch   38	Batch   5	Step    386	Loss 1.608161	UAR 0.240000	lr 0.000386
Train: 	Epoch   38	Batch   6	Step    387	Loss 1.608164	UAR 0.220000	lr 0.000387
Train: 	Epoch   38	Batch   7	Step    388	Loss 1.608166	UAR 0.233333	lr 0.000388
Train: 	Epoch   38	Batch   8	Step    389	Loss 1.608163	UAR 0.250000	lr 0.000389
Train: 	Epoch   38	Batch   9	Step    390	Loss 1.608160	UAR 0.266667	lr 0.000390
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   39	Batch   0	Step    391	Loss 1.608163	UAR 0.222222	lr 0.000391
Train: 	Epoch   39	Batch   1	Step    392	Loss 1.608159	UAR 0.250000	lr 0.000392
Train: 	Epoch   39	Batch   2	Step    393	Loss 1.608161	UAR 0.220000	lr 0.000393
Train: 	Epoch   39	Batch   3	Step    394	Loss 1.608168	UAR 0.200000	lr 0.000394
Train: 	Epoch   39	Batch   4	Step    395	Loss 1.608167	UAR 0.240000	lr 0.000395
Train: 	Epoch   39	Batch   5	Step    396	Loss 1.608171	UAR 0.200000	lr 0.000396
Train: 	Epoch   39	Batch   6	Step    397	Loss 1.608169	UAR 0.200000	lr 0.000397
Train: 	Epoch   39	Batch   7	Step    398	Loss 1.608165	UAR 0.233333	lr 0.000398
Train: 	Epoch   39	Batch   8	Step    399	Loss 1.608164	UAR 0.266667	lr 0.000399
Train: 	Epoch   39	Batch   9	Step    400	Loss 1.608160	UAR 0.400000	lr 0.000400
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch   40	Batch   0	Step    401	Loss 1.608158	UAR 0.233333	lr 0.000401
Train: 	Epoch   40	Batch   1	Step    402	Loss 1.608158	UAR 0.250000	lr 0.000402
Train: 	Epoch   40	Batch   2	Step    403	Loss 1.608165	UAR 0.200000	lr 0.000403
Train: 	Epoch   40	Batch   3	Step    404	Loss 1.608169	UAR 0.225000	lr 0.000404
Train: 	Epoch   40	Batch   4	Step    405	Loss 1.608169	UAR 0.244444	lr 0.000405
Train: 	Epoch   40	Batch   5	Step    406	Loss 1.608169	UAR 0.228571	lr 0.000406
Train: 	Epoch   40	Batch   6	Step    407	Loss 1.608171	UAR 0.200000	lr 0.000407
Train: 	Epoch   40	Batch   7	Step    408	Loss 1.608163	UAR 0.275000	lr 0.000408
Train: 	Epoch   40	Batch   8	Step    409	Loss 1.608160	UAR 0.200000	lr 0.000409
Train: 	Epoch   40	Batch   9	Step    410	Loss 1.608160	UAR 0.200000	lr 0.000410
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   41	Batch   0	Step    411	Loss 1.608153	UAR 0.260000	lr 0.000411
Train: 	Epoch   41	Batch   1	Step    412	Loss 1.608157	UAR 0.200000	lr 0.000412
Train: 	Epoch   41	Batch   2	Step    413	Loss 1.608155	UAR 0.266667	lr 0.000413
Train: 	Epoch   41	Batch   3	Step    414	Loss 1.608155	UAR 0.200000	lr 0.000414
Train: 	Epoch   41	Batch   4	Step    415	Loss 1.608156	UAR 0.225000	lr 0.000415
Train: 	Epoch   41	Batch   5	Step    416	Loss 1.608150	UAR 0.257143	lr 0.000416
Train: 	Epoch   41	Batch   6	Step    417	Loss 1.608148	UAR 0.233333	lr 0.000417
Train: 	Epoch   41	Batch   7	Step    418	Loss 1.608153	UAR 0.200000	lr 0.000418
Train: 	Epoch   41	Batch   8	Step    419	Loss 1.608158	UAR 0.228571	lr 0.000419
Train: 	Epoch   41	Batch   9	Step    420	Loss 1.608160	UAR 0.200000	lr 0.000420
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   42	Batch   0	Step    421	Loss 1.608164	UAR 0.200000	lr 0.000421
Train: 	Epoch   42	Batch   1	Step    422	Loss 1.608164	UAR 0.200000	lr 0.000422
Train: 	Epoch   42	Batch   2	Step    423	Loss 1.608163	UAR 0.266667	lr 0.000423
Train: 	Epoch   42	Batch   3	Step    424	Loss 1.608160	UAR 0.200000	lr 0.000424
Train: 	Epoch   42	Batch   4	Step    425	Loss 1.608159	UAR 0.250000	lr 0.000425
Train: 	Epoch   42	Batch   5	Step    426	Loss 1.608157	UAR 0.250000	lr 0.000426
Train: 	Epoch   42	Batch   6	Step    427	Loss 1.608155	UAR 0.233333	lr 0.000427
Train: 	Epoch   42	Batch   7	Step    428	Loss 1.608155	UAR 0.225000	lr 0.000428
Train: 	Epoch   42	Batch   8	Step    429	Loss 1.608161	UAR 0.200000	lr 0.000429
Train: 	Epoch   42	Batch   9	Step    430	Loss 1.608159	UAR 0.266667	lr 0.000430
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   43	Batch   0	Step    431	Loss 1.608160	UAR 0.200000	lr 0.000431
Train: 	Epoch   43	Batch   1	Step    432	Loss 1.608161	UAR 0.266667	lr 0.000432
Train: 	Epoch   43	Batch   2	Step    433	Loss 1.608164	UAR 0.225000	lr 0.000433
Train: 	Epoch   43	Batch   3	Step    434	Loss 1.608163	UAR 0.218182	lr 0.000434
Train: 	Epoch   43	Batch   4	Step    435	Loss 1.608163	UAR 0.228571	lr 0.000435
Train: 	Epoch   43	Batch   5	Step    436	Loss 1.608163	UAR 0.233333	lr 0.000436
Train: 	Epoch   43	Batch   6	Step    437	Loss 1.608163	UAR 0.233333	lr 0.000437
Train: 	Epoch   43	Batch   7	Step    438	Loss 1.608157	UAR 0.250000	lr 0.000438
Train: 	Epoch   43	Batch   8	Step    439	Loss 1.608158	UAR 0.240000	lr 0.000439
Train: 	Epoch   43	Batch   9	Step    440	Loss 1.608159	UAR 0.200000	lr 0.000440
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   44	Batch   0	Step    441	Loss 1.608155	UAR 0.222222	lr 0.000441
Train: 	Epoch   44	Batch   1	Step    442	Loss 1.608161	UAR 0.200000	lr 0.000442
Train: 	Epoch   44	Batch   2	Step    443	Loss 1.608161	UAR 0.200000	lr 0.000443
Train: 	Epoch   44	Batch   3	Step    444	Loss 1.608158	UAR 0.260000	lr 0.000444
Train: 	Epoch   44	Batch   4	Step    445	Loss 1.608158	UAR 0.225000	lr 0.000445
Train: 	Epoch   44	Batch   5	Step    446	Loss 1.608161	UAR 0.220000	lr 0.000446
Train: 	Epoch   44	Batch   6	Step    447	Loss 1.608159	UAR 0.300000	lr 0.000447
Train: 	Epoch   44	Batch   7	Step    448	Loss 1.608157	UAR 0.233333	lr 0.000448
Train: 	Epoch   44	Batch   8	Step    449	Loss 1.608158	UAR 0.240000	lr 0.000449
Train: 	Epoch   44	Batch   9	Step    450	Loss 1.608159	UAR 0.200000	lr 0.000450
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   45	Batch   0	Step    451	Loss 1.608164	UAR 0.225000	lr 0.000451
Train: 	Epoch   45	Batch   1	Step    452	Loss 1.608166	UAR 0.200000	lr 0.000452
Train: 	Epoch   45	Batch   2	Step    453	Loss 1.608170	UAR 0.200000	lr 0.000453
Train: 	Epoch   45	Batch   3	Step    454	Loss 1.608168	UAR 0.250000	lr 0.000454
Train: 	Epoch   45	Batch   4	Step    455	Loss 1.608171	UAR 0.200000	lr 0.000455
Train: 	Epoch   45	Batch   5	Step    456	Loss 1.608167	UAR 0.250000	lr 0.000456
Train: 	Epoch   45	Batch   6	Step    457	Loss 1.608164	UAR 0.240000	lr 0.000457
Train: 	Epoch   45	Batch   7	Step    458	Loss 1.608168	UAR 0.200000	lr 0.000458
Train: 	Epoch   45	Batch   8	Step    459	Loss 1.608157	UAR 0.285714	lr 0.000459
Train: 	Epoch   45	Batch   9	Step    460	Loss 1.608159	UAR 0.200000	lr 0.000460
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch   46	Batch   0	Step    461	Loss 1.608163	UAR 0.200000	lr 0.000461
Train: 	Epoch   46	Batch   1	Step    462	Loss 1.608164	UAR 0.228571	lr 0.000462
Train: 	Epoch   46	Batch   2	Step    463	Loss 1.608156	UAR 0.266667	lr 0.000463
Train: 	Epoch   46	Batch   3	Step    464	Loss 1.608155	UAR 0.200000	lr 0.000464
Train: 	Epoch   46	Batch   4	Step    465	Loss 1.608150	UAR 0.285714	lr 0.000465
Train: 	Epoch   46	Batch   5	Step    466	Loss 1.608152	UAR 0.240000	lr 0.000466
Train: 	Epoch   46	Batch   6	Step    467	Loss 1.608151	UAR 0.244444	lr 0.000467
Train: 	Epoch   46	Batch   7	Step    468	Loss 1.608155	UAR 0.200000	lr 0.000468
Train: 	Epoch   46	Batch   8	Step    469	Loss 1.608157	UAR 0.200000	lr 0.000469
Train: 	Epoch   46	Batch   9	Step    470	Loss 1.608158	UAR 0.200000	lr 0.000470
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch   47	Batch   0	Step    471	Loss 1.608160	UAR 0.225000	lr 0.000471
Train: 	Epoch   47	Batch   1	Step    472	Loss 1.608154	UAR 0.320000	lr 0.000472
Train: 	Epoch   47	Batch   2	Step    473	Loss 1.608153	UAR 0.200000	lr 0.000473
Train: 	Epoch   47	Batch   3	Step    474	Loss 1.608150	UAR 0.233333	lr 0.000474
Train: 	Epoch   47	Batch   4	Step    475	Loss 1.608153	UAR 0.200000	lr 0.000475
Train: 	Epoch   47	Batch   5	Step    476	Loss 1.608151	UAR 0.250000	lr 0.000476
Train: 	Epoch   47	Batch   6	Step    477	Loss 1.608149	UAR 0.250000	lr 0.000477
Train: 	Epoch   47	Batch   7	Step    478	Loss 1.608157	UAR 0.200000	lr 0.000478
Train: 	Epoch   47	Batch   8	Step    479	Loss 1.608160	UAR 0.222222	lr 0.000479
Train: 	Epoch   47	Batch   9	Step    480	Loss 1.608158	UAR 0.312500	lr 0.000480
Validate: 	Loss 1.607508	UAR 0.267857
Train: 	Epoch   48	Batch   0	Step    481	Loss 1.608160	UAR 0.222222	lr 0.000481
Train: 	Epoch   48	Batch   1	Step    482	Loss 1.608158	UAR 0.266667	lr 0.000482
Train: 	Epoch   48	Batch   2	Step    483	Loss 1.608162	UAR 0.228571	lr 0.000483
Train: 	Epoch   48	Batch   3	Step    484	Loss 1.608166	UAR 0.220000	lr 0.000484
Train: 	Epoch   48	Batch   4	Step    485	Loss 1.608158	UAR 0.266667	lr 0.000485
Train: 	Epoch   48	Batch   5	Step    486	Loss 1.608149	UAR 0.300000	lr 0.000486
Train: 	Epoch   48	Batch   6	Step    487	Loss 1.608153	UAR 0.200000	lr 0.000487
Train: 	Epoch   48	Batch   7	Step    488	Loss 1.608157	UAR 0.200000	lr 0.000488
Train: 	Epoch   48	Batch   8	Step    489	Loss 1.608158	UAR 0.200000	lr 0.000489
Train: 	Epoch   48	Batch   9	Step    490	Loss 1.608158	UAR 0.250000	lr 0.000490
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   49	Batch   0	Step    491	Loss 1.608164	UAR 0.225000	lr 0.000491
Train: 	Epoch   49	Batch   1	Step    492	Loss 1.608167	UAR 0.228571	lr 0.000492
Train: 	Epoch   49	Batch   2	Step    493	Loss 1.608167	UAR 0.225000	lr 0.000493
Train: 	Epoch   49	Batch   3	Step    494	Loss 1.608165	UAR 0.250000	lr 0.000494
Train: 	Epoch   49	Batch   4	Step    495	Loss 1.608165	UAR 0.200000	lr 0.000495
Train: 	Epoch   49	Batch   5	Step    496	Loss 1.608165	UAR 0.200000	lr 0.000496
Train: 	Epoch   49	Batch   6	Step    497	Loss 1.608166	UAR 0.200000	lr 0.000497
Train: 	Epoch   49	Batch   7	Step    498	Loss 1.608164	UAR 0.222222	lr 0.000498
Train: 	Epoch   49	Batch   8	Step    499	Loss 1.608158	UAR 0.320000	lr 0.000499
Train: 	Epoch   49	Batch   9	Step    500	Loss 1.608158	UAR 0.250000	lr 0.000500
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   50	Batch   0	Step    501	Loss 1.608156	UAR 0.250000	lr 0.000501
Train: 	Epoch   50	Batch   1	Step    502	Loss 1.608156	UAR 0.200000	lr 0.000502
Train: 	Epoch   50	Batch   2	Step    503	Loss 1.608152	UAR 0.266667	lr 0.000503
Train: 	Epoch   50	Batch   3	Step    504	Loss 1.608151	UAR 0.244444	lr 0.000504
Train: 	Epoch   50	Batch   4	Step    505	Loss 1.608155	UAR 0.200000	lr 0.000505
Train: 	Epoch   50	Batch   5	Step    506	Loss 1.608158	UAR 0.225000	lr 0.000506
Train: 	Epoch   50	Batch   6	Step    507	Loss 1.608159	UAR 0.200000	lr 0.000507
Train: 	Epoch   50	Batch   7	Step    508	Loss 1.608165	UAR 0.200000	lr 0.000508
Train: 	Epoch   50	Batch   8	Step    509	Loss 1.608156	UAR 0.240000	lr 0.000509
Train: 	Epoch   50	Batch   9	Step    510	Loss 1.608157	UAR 0.250000	lr 0.000510
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   51	Batch   0	Step    511	Loss 1.608154	UAR 0.257143	lr 0.000511
Train: 	Epoch   51	Batch   1	Step    512	Loss 1.608154	UAR 0.228571	lr 0.000512
Train: 	Epoch   51	Batch   2	Step    513	Loss 1.608148	UAR 0.257143	lr 0.000513
Train: 	Epoch   51	Batch   3	Step    514	Loss 1.608148	UAR 0.200000	lr 0.000514
Train: 	Epoch   51	Batch   4	Step    515	Loss 1.608148	UAR 0.233333	lr 0.000515
Train: 	Epoch   51	Batch   5	Step    516	Loss 1.608151	UAR 0.200000	lr 0.000516
Train: 	Epoch   51	Batch   6	Step    517	Loss 1.608147	UAR 0.280000	lr 0.000517
Train: 	Epoch   51	Batch   7	Step    518	Loss 1.608152	UAR 0.228571	lr 0.000518
Train: 	Epoch   51	Batch   8	Step    519	Loss 1.608157	UAR 0.200000	lr 0.000519
Train: 	Epoch   51	Batch   9	Step    520	Loss 1.608158	UAR 0.250000	lr 0.000520
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch   52	Batch   0	Step    521	Loss 1.608158	UAR 0.200000	lr 0.000521
Train: 	Epoch   52	Batch   1	Step    522	Loss 1.608158	UAR 0.228571	lr 0.000522
Train: 	Epoch   52	Batch   2	Step    523	Loss 1.608154	UAR 0.300000	lr 0.000523
Train: 	Epoch   52	Batch   3	Step    524	Loss 1.608156	UAR 0.200000	lr 0.000524
Train: 	Epoch   52	Batch   4	Step    525	Loss 1.608153	UAR 0.250000	lr 0.000525
Train: 	Epoch   52	Batch   5	Step    526	Loss 1.608156	UAR 0.225000	lr 0.000526
Train: 	Epoch   52	Batch   6	Step    527	Loss 1.608158	UAR 0.200000	lr 0.000527
Train: 	Epoch   52	Batch   7	Step    528	Loss 1.608155	UAR 0.266667	lr 0.000528
Train: 	Epoch   52	Batch   8	Step    529	Loss 1.608158	UAR 0.222222	lr 0.000529
Train: 	Epoch   52	Batch   9	Step    530	Loss 1.608157	UAR 0.250000	lr 0.000530
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch   53	Batch   0	Step    531	Loss 1.608157	UAR 0.200000	lr 0.000531
Train: 	Epoch   53	Batch   1	Step    532	Loss 1.608156	UAR 0.240000	lr 0.000532
Train: 	Epoch   53	Batch   2	Step    533	Loss 1.608157	UAR 0.244444	lr 0.000533
Train: 	Epoch   53	Batch   3	Step    534	Loss 1.608160	UAR 0.200000	lr 0.000534
Train: 	Epoch   53	Batch   4	Step    535	Loss 1.608158	UAR 0.233333	lr 0.000535
Train: 	Epoch   53	Batch   5	Step    536	Loss 1.608155	UAR 0.266667	lr 0.000536
Train: 	Epoch   53	Batch   6	Step    537	Loss 1.608156	UAR 0.228571	lr 0.000537
Train: 	Epoch   53	Batch   7	Step    538	Loss 1.608156	UAR 0.228571	lr 0.000538
